Platform,Model,Manufacturer,ModelName
Android,001DL,Dell,Streak
Android,001HT,HTC,"Desire HD"
Android,003P,Panasonic,003P
Android,003Z,ZTE,Blade
Android,009Z,ZTE,009Z
Android,01016,"KD Interactive",TAB3-Premium-XTREME3
Android,01516,"KD Interactive",TAB3-Premium-XTREME3
Android,01519,Kurio,"TabGo Next Connect"
Android,02018,"KD Interactive",TabXL-Smart-Smart2in1-Tab10
Android,0PAJ5,HTC,"One (E8)"
Android,0PCV1,HTC,"Desire 510"
Android,0PJA10,HTC,"One M9"
Android,0PJA2,HTC,"One M9"
Android,0PM92,HTC,"Desire 626s"
Android,1,"MU (TH)","mu 1"
Android,"10 Plus",DUODUOGO,"10 Plus"
Android,10.1Myros,Vestel,VP100+
Android,100003561,"Onn (Walmart)",onn_100003561
Android,100003562,"Onn (Walmart)",100003562
Android,100005206,DigiLand,ONN
Android,100005207,"Onn (Walmart)",100005207
Android,100005208,"Onn (Walmart)",100005208
Android,100005208-CA,"Onn (Walmart)",100005208-CA
Android,100005209,"Onn (Walmart)",100005209
Android,100011885,"Onn (Walmart)",100011885
Android,100011886,"Onn (Walmart)",100011886
Android,100011886BK,ATVIO,100011886BK
Android,100011886CA,"Onn (Walmart)",100011886CA
Android,100015685-A,"Onn (Walmart)",100015685-A
Android,100015685-E,"Onn (Walmart)",100015685-E
Android,100026191,"Onn (Walmart)",100026191
Android,100026203,"Onn (Walmart)",100026203
Android,1001-G,How,1001-G
Android,"1001-G Go",How,1001_G
Android,1008S,"Gear Mobile",Feel_1008S
Android,1010,"Advan digital","TAB 10"
Android,1016S,Techpad,1016S
Android,1016TPC,IView,1016TPC
Android,101F,Fujitsu,"ARROWS A SoftBank 101F"
Android,101K,Kyocera,"HONEY BEE"
Android,101N,NEC,"MEDIAS CH 101N"
Android,101P,Panasonic,101P
Android,101P51C,Mecer,101P51C
Android,101P51D,Mecer,101P51D
Android,102017,Wishtel,102017
Android,102P,Panasonic,102P
Android,1032,Techpad,1032
Android,10542843,DigiLand,10542843
Android,1070TPC,IView,1070TPC
Android,10A_3G,Umax,10A_3G
Android,10A_LTE_eea,Umax,10A_LTE_eea
Android,10C-PRO-LTE,Umax,10C-PRO-LTE
Android,10C_LTE,Umax,10C_LTE
Android,10DTB10,Hipstreet,Phantom
Android,10DTB12A,Hipstreet,HS-10DTB12A
Android,10DTB42,Hipstreet,Pilot
Android,10DTB44,Hipstreet,Phantom2
Android,10edge,Mediacom,10edge
Android,10LA2,Hyundai,10LA2
Android,10LB1,Hyundai,Koral_10LB1
Android,"10or G2",10.or,10or_G2
Android,10sm3tb,LGE,10SM3TB
Android,10WB1,Hyundai,Koral
Android,10_1Q205,sencor,10_1Q205
Android,1100,Oppo,1100
Android,1100AS,"Touch plus",1100AS
Android,1105,Oppo,1105
Android,1107,Oppo,1107
Android,1170TPC,IView,
Android,11DTB1,Hipstreet,Synergy
Android,1201,Oppo,1201
Android,1206,Oppo,1206
Android,14A-DA,Honda,A-DA
Android,15,Meizu,15
Android,"15 Lite",Meizu,"15 Lite"
Android,"15 Plus",Meizu,"15 Plus"
Android,15in-I-Series-4-USB-C,"ELO Touch",15in-I-Series-4-USB-C
Android,15in-I-Series-4-USBC-V,"ELO Touch",15in-I-Series-4-USBC-V
Android,16,Meizu,16
Android,"16 X",Meizu,"16 X"
Android,16M4HI105024,"Future Mobile Technology","Netsurfer STORM"
Android,16M5HI105023,"Future Mobile Technology","Netsurfer TYPHOON"
Android,16s,Meizu,16s
Android,"16s Pro",Meizu,"16s pro"
Android,16T,Meizu,16T
Android,16th,Meizu,16th
Android,"16th Plus",Meizu,"16th Plus"
Android,175FT1050241,"Future Mobile Technology",Viper
Android,175HS1050231,"Future Mobile Technology",Tomcat
Android,175WT1050231,"Future Mobile Technology",Eagle
Android,176HS1050232,"Future Mobile Technology",B-52
Android,176HS1050531,"Future Mobile Technology",Falcon
Android,1803,Coolpad,1803
Android,1821,Coolpad,1821
Android,1825-I01,Coolpad,1825-I01
Android,1826,Coolpad,1826
Android,1826-I01,Coolpad,1826-I01
Android,1827,Coolpad,1827
Android,185FT5050231,Premio,185FT5050231
Android,186FT1080231,Premio,186FT1080231
Android,186HS1050232,Premio,186HS1050232
Android,186HS1050531,Premio,186HS1050531
Android,186HS2080531,Premio,X1
Android,1901,Coolpad,Cool6
Android,1903,Coolpad,1903
Android,1904,Coolpad,1904
Android,1921,Coolpad,1921
Android,1932,Coolpad,1932
Android,1939,Coolpad,1939
Android,1AEC,Mediacom,1AEC
Android,1AY,Mediacom,1AY
Android,1AZ2P_eea,Pritom,1AZ2P_eea
Android,1AZ2T,Mediacom,1AZ2T
Android,1AZ2TW,Mediacom,1AZ2T
Android,1AZ_eea,Mediacom,1AZ_EEA
Android,1BEC,Mediacom,1BEC_eea
Android,1BY,Mediacom,1BY
Android,1CY,Mediacom,1CY_EEA
Android,1DY,Mediacom,1DY
Android,1DY4G,Mediacom,1DY4G_eea
Android,1EY4G,Edong,1EY4G
Android,2,"TWZ Corporation PLC",2
Android,2013022,Xiaomi,"Hong Mi"
Android,2013023,Xiaomi,Redmi
Android,2014011,Xiaomi,"HM 1STD"
Android,2014501,Xiaomi,"HM 1SLTETD"
Android,2014502,Xiaomi,"HM 2A"
Android,2014811,Xiaomi,"HM 2LTE-CU"
Android,2014812,Xiaomi,"HM 2LTE-CT"
Android,2014813,Xiaomi,"HM 2LTE-CMCC"
Android,2014817,Xiaomi,"HM 2LTE-SA"
Android,2014818,Xiaomi,"HM 2LTE-IN"
Android,2014819,Xiaomi,"HM 2LTE-BR"
Android,201F,Fujitsu,"ARROWS A SoftBank 201F"
Android,201K,Kyocera,"Honeybee Touch"
Android,201M,Motorola,"Droid Razr M"
Android,"2020 FHD Android TV",Philips,"2K Android TV"
Android,"2020/2021 UHD Android TV",Philips,"Android TV"
Android,2021,Coolpad,"N7 Air"
Android,"2021/22 Philips UHD Android TV",Philips,"Android TV"
Android,202F,Fujitsu,"ARROWS A SoftBank 202F"
Android,202K,Kyocera,"DIGNO R"
Android,2032,Coolpad,"N7 Plus"
Android,2039,Coolpad,"Cool S"
Android,2040,Coolpad,"Cool 10"
Android,204HW,Huawei,hw204HW
Android,206886-01,DigiLand,206886-01
Android,221,Stylo,221
Android,"2E E450 2018",TWOE,"2E E450A 2018"
Android,"2K AI Smart TV",Challenger,
Android,"2K Android TV",Cello,C2420G
Android,"2K Smart TV","KEMPLER STRAUSS",32FD1
Android,"2K TV",Skyworth,"North America"
Android,2PQ93,HTC,"One A9"
Android,2PS64,HTC,10
Android,2PYB2,Sprint,"HTC Bolt"
Android,2PZC5,HTC,U11
Android,2Q74100,HTC,Desire19+
Android,2Q8L10000,HTC,"Desire 19s"
Android,2Q9F100,HTC,"U20 5G"
Android,2Q9J100,HTC,"Desire 20 Pro"
Android,2Q9U100,HTC,"Desire 20+"
Android,2QAG100,HTC,"Desire 21 Pro 5G"
Android,2T-C12AF,Sharp,2T-C12AF
Android,2T-C12AP,Sharp,2T-C12AP
Android,2T-C16AP,Sharp,2T-C16AP
Android,3,"MU (TH)",3
Android,3000,Oppo,3000
Android,3001,Oppo,3001
Android,3005,Oppo,3005
Android,3006,Oppo,3006
Android,3007,Oppo,3007
Android,3008,Oppo,3008
Android,301F,Fujitsu,"ARROWS A SoftBank 301F"
Android,302HW,Huawei,P6S-L04
Android,302KC,Kyocera,"DIGNO T"
Android,304SH,Sharp,"AQUOS Xx 304SH"
Android,305SH,Sharp,"SoftBank 305SH"
Android,306SH,Sharp,306SH
Android,31TL04,Sanyo,Benesse
Android,3600I,Coolpad,3600i
Android,3G,Myria,"3G MY8300"
Android,3GR,Techpad,3GR
Android,3G_16,Techpad,3G_16
Android,3HT2018,Nowtha,3HT2018
Android,3L-2,Necnon,3L-2
Android,4003A,"TCT (Alcatel)",PIXI3(4)
Android,4003J,"TCT (Alcatel)",PIXI3(4)
Android,4009A,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009D,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009E,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009F,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009K,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009M,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009S,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4009X,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (3.5)"
Android,4013D,"TCT (Alcatel)",PIXI3(4)
Android,4013E,"TCT (Alcatel)",PIXI3(4)
Android,4013J,"TCT (Alcatel)",PIXI3(4)
Android,4013K,"TCT (Alcatel)",PIXI3(4)
Android,4013M,"TCT (Alcatel)",4013M
Android,4013X,"TCT (Alcatel)",PIXI3(4)
Android,4014A,"TCT (Alcatel)",4014A
Android,4014E,"TCT (Alcatel)",PIXI3(4)
Android,4014M,"TCT (Alcatel)",4014M
Android,4016D,"TCT (Alcatel)","ONE TOUCH 4015X"
Android,4017A,"TCT (Alcatel)","PIXI4 (3.5)"
Android,4017D,"TCT (Alcatel)","PIXI4 (3.5)"
Android,4017F,"TCT (Alcatel)","PIXI4 (3.5)"
Android,4017S,"TCT (Alcatel)","PIXI4 (3.5)"
Android,4017X,"TCT (Alcatel)","PIXI4 (3.5)"
Android,4018A,"TCT (Alcatel)","Soul 3.5"
Android,4018D,"TCT (Alcatel)","Soul 3.5"
Android,4018E,"TCT (Alcatel)","Soul 3.5"
Android,4018F,"TCT (Alcatel)","Soul 3.5"
Android,4018M,"TCT (Alcatel)","Soul 3.5"
Android,4018X,"TCT (Alcatel)","Soul 3.5"
Android,401SH,Sharp,401SH
Android,401SO,Sony,"Xperia Z3"
Android,4024D,"TCT (Alcatel)",PLAY_P1
Android,4024E,"TCT (Alcatel)",PLAY_P1
Android,4024X,"TCT (Alcatel)",4024X
Android,4027A,"TCT (Alcatel)",PIXI3(4.5)
Android,4027D,"TCT (Alcatel)",PIXI3(4.5)
Android,4027N,"TCT (Alcatel)",PIXI3(4.5)
Android,4027X,"TCT (Alcatel)",PIXI3(4.5)
Android,4028A,"TCT (Alcatel)",PIXI3(4.5)
Android,4028E,"TCT (Alcatel)",PIXI3(4.5)
Android,4028J,"TCT (Alcatel)",PIXI3(4.5)
Android,4028S,"TCT (Alcatel)",PIXI3(4.5)
Android,402HW,Huawei,"MediaPad 10 Link+"
Android,402LG,LGE,Spray
Android,402SH,Sharp,"AQUOS CRYSTAL X"
Android,402SO,Sony,"Xperia Z4"
Android,402ZT,ZTE,402ZT
Android,4032A,"TCT (Alcatel)","ONE TOUCH 4033X"
Android,4032D,"TCT (Alcatel)","ONE TOUCH 4033X"
Android,4032E,"TCT (Alcatel)","ONE TOUCH 4033X"
Android,4032X,"TCT (Alcatel)","ONE TOUCH 4033X"
Android,4033L,"TCT (Alcatel)","ONE TOUCH 4033X"
Android,4034A,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4034D,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4034E,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4034F,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4034G,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4034L,"TCT (Alcatel)","Alcatel U3"
Android,4034L_EEA,"TCT (Alcatel)","Alcatel U3"
Android,4034T,"TCT (Alcatel)","Alcatel 1E"
Android,4034X,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 4 (4)"
Android,4035A,"TCT (Alcatel)","Soul 4"
Android,4035D,"TCT (Alcatel)","Soul 4"
Android,4035X,"TCT (Alcatel)","Soul 4"
Android,4035X_Orange,"TCT (Alcatel)","Soul 4"
Android,4035Y,"TCT (Alcatel)","Soul 4"
Android,4036E,"TCT (Alcatel)","Soul 4"
Android,403HW,Huawei,"MediaPad M1 8.0"
Android,403SC,Samsung,"Galaxy Tab4 7.0"
Android,403SH,Sharp,"AQUOS CRYSTAL 2"
Android,4045A,"TCT (Alcatel)","POP2 (4)"
Android,4045D,"TCT (Alcatel)","POP2 (4)"
Android,4045L,"TCT (Alcatel)","POP2 (4)"
Android,4045O,"TCT (Alcatel)","POP2 (4)"
Android,4045X,"TCT (Alcatel)","POP2 (4)"
Android,4047A,"TCT (Alcatel)","U5 3G"
Android,4047D,"TCT (Alcatel)",4047D
Android,4047F,"TCT (Alcatel)","U5 3G"
Android,4047G,"TCT (Alcatel)",4047G
Android,4047N,"TCT (Alcatel)",4047N
Android,4047X,"TCT (Alcatel)",4047X
Android,4049D,"TCT (Alcatel)",U3
Android,4049E,"TCT (Alcatel)",U3
Android,4049G,"TCT (Alcatel)",U3
Android,4049M,"TCT (Alcatel)",U3
Android,4049X,"TCT (Alcatel)",U3
Android,404KC,Kyocera,404KC
Android,404SC,Samsung,"Galaxy S6 Edge"
Android,404SH,Sharp,"AQUOS Xx"
Android,4055A,"TCT (Alcatel)",4055A
Android,4055I,"TCT (Alcatel)",4055I
Android,4055J,"TCT (Alcatel)",4055J
Android,4055Q,"TCT (Alcatel)",4055Q
Android,4055T,"TCT (Alcatel)",4055T
Android,4055U,"TCT (Alcatel)",4055U
Android,4060S,"TCT (Alcatel)",PIXI™4
Android,4060W,"TCT (Alcatel)",4060W
Android,4063A,"TCT (Alcatel)","Alcatel 1L"
Android,4063A1,"TCT (Alcatel)","Alcatel 1L"
Android,4063F,"TCT (Alcatel)","Alcatel 1L PLUS"
Android,4087M,"TCT (Alcatel)","Alcatel 1SE elite edition"
Android,4087N,"TCT (Alcatel)","Alcatel 1SE elite edition"
Android,4087U,"TCT (Alcatel)","Alcatel 1SE elite edition"
Android,4087U_EEA,"TCT (Alcatel)","Alcatel 1SE lite edition"
Android,4087U_RU,"TCT (Alcatel)","Alcatel 1SE light"
Android,40TL04,Sanyo,Benesse
Android,4114E,"TCT (Alcatel)",4114E
Android,4187M,TCL,"L10 Lite"
Android,4187U,TCL,"L10 Lite"
Android,41EA04,Sanyo,Benesse
Android,48AX600C,Panasonic,48AX600C
Android,4E,Yezz,4E
Android,4G,Myria,"4G MY8303"
Android,4Game,Explay,4Game
Android,"4K AI Smart TV",JVC,Amtran
Android,"4K Android Hybrid",Dialog,"4K Android Hybrid"
Android,"4K Smart TV","KEMPLER STRAUSS",50F1
Android,4KTV-0SU,Panasonic,4KTV-0SU
Android,4KTV-0SUF,Panasonic,4KTV-0SUF
Android,4KTV-0SUW,Panasonic,4KTV-0SUW
Android,4KTV-JUP,Panasonic,
Android,4K_Edition,JVC,4K_Edition
Android,4U,Mobicell,4U
Android,5-0,Hiya,5-0
Android,5-Inches,Upserve,5-Inches
Android,5.5,Hiya,5.5
Android,5.5M,Yezz,5.5M
Android,5001A,"TCT (Alcatel)","Alcatel 1V"
Android,5001D_EEA,"TCT (Alcatel)","Alcatel 1V"
Android,5001D_RU,"TCT (Alcatel)","Alcatel 1V"
Android,5001J,"TCT (Alcatel)","Alcatel 1V"
Android,5001T,"TCT (Alcatel)","Alcatel 1V"
Android,5001U,"TCT (Alcatel)","Alcatel 1V"
Android,5002A,"TCT (Alcatel)","Alcatel 1B"
Android,5002B,"TCT (Alcatel)","Alcatel 1B"
Android,5002D,"TCT (Alcatel)","Alcatel 1B"
Android,5002D_EEA,"TCT (Alcatel)","Alcatel 1B"
Android,5002D_RU,"TCT (Alcatel)","Alcatel 1B"
Android,5002D_TR,"TCT (Alcatel)","Alcatel 1B"
Android,5002E,"TCT (Alcatel)","Alcatel 1B"
Android,5002F,"TCT (Alcatel)","Alcatel 1B"
Android,5002F_EEA,"TCT (Alcatel)","Alcatel 1B"
Android,5002F_RU,"TCT (Alcatel)","Alcatel 1A"
Android,5002H,"TCT (Alcatel)","Alcatel 1B"
Android,5002H_EEA,"TCT (Alcatel)","Alcatel 1B"
Android,5002H_RU,"TCT (Alcatel)","Alcatel 1B"
Android,5002H_TR,"TCT (Alcatel)","Alcatel 1B"
Android,5002I,"TCT (Alcatel)","Alcatel 1B"
Android,5002J,"TCT (Alcatel)","Alcatel 1B"
Android,5002L,"TCT (Alcatel)","Alcatel 1B"
Android,5002M,"TCT (Alcatel)","Alcatel 1B"
Android,5002Q,"TCT (Alcatel)","Alcatel 1B"
Android,5002S,"TCT (Alcatel)","Alcatel 1B"
Android,5002T,"TCT (Alcatel)","Alcatel 1B"
Android,5002U,"TCT (Alcatel)","Alcatel 1B"
Android,5002V,"TCT (Alcatel)","Alcatel 1B"
Android,5002X,"TCT (Alcatel)","Alcatel 1B"
Android,5002X_EEA,"TCT (Alcatel)","Alcatel 1B"
Android,5003A,"TCT (Alcatel)","Alcatel 1C"
Android,5003D,"TCT (Alcatel)","Alcatel 1C"
Android,5003D_EEA,"TCT (Alcatel)","Alcatel 1C"
Android,5004S,"TCT (Alcatel)","TCL SIGNA"
Android,5006A,"TCT (Alcatel)","Alcatel 3C"
Android,5006G,"TCT (Alcatel)","Alcatel 3C"
Android,5007A,"TCT (Alcatel)","Alcatel 1V"
Android,5007G,"TCT (Alcatel)","Alcatel 1V"
Android,5007O,"TCT (Alcatel)","Alcatel 1S"
Android,5007S,"TCT (Alcatel)","Lively Smart"
Android,5007U,"TCT (Alcatel)","Alcatel 1V"
Android,5007U_EEA,"TCT (Alcatel)","Alcatel 1V"
Android,5007U_RU,"TCT (Alcatel)","Alcatel 1V"
Android,5007U_TR,"TCT (Alcatel)","Alcatel 1V"
Android,5007W,T-Mobile,"REVVL 4"
Android,5007Z,T-Mobile,"REVVL 4"
Android,5008A,"TCT (Alcatel)","alcatel 1X"
Android,5008D,"TCT (Alcatel)","alcatel 1X"
Android,5008D_EEA,"TCT (Alcatel)","alcatel 1X"
Android,5008R,"TCT (Alcatel)","Alcatel ONYX™"
Android,5008T,"TCT (Alcatel)","alcatel 1X"
Android,5008U,"TCT (Alcatel)","alcatel 1X"
Android,5008Y,"TCT (Alcatel)","alcatel 1X"
Android,5008Y_EEA,"TCT (Alcatel)","alcatel 1X"
Android,5008Y_RU,"TCT (Alcatel)","alcatel 1X"
Android,5009A,"TCT (Alcatel)","Alcatel 1C"
Android,5009D,"TCT (Alcatel)","Alcatel 1C"
Android,5009D_RU,"TCT (Alcatel)","Alcatel 1C"
Android,5009U,"TCT (Alcatel)","Alcatel 1C"
Android,5010D,"TCT (Alcatel)","PIXI 4 (5)"
Android,5010E,"TCT (Alcatel)","PIXI 4 (5)"
Android,5010G,"TCT (Alcatel)","PIXI 4 (5)"
Android,5010S,"TCT (Alcatel)","PIXI 4 (5)"
Android,5010U,"TCT (Alcatel)","PIXI 4 (5)"
Android,5010X,"TCT (Alcatel)","PIXI 4 (5)"
Android,5011A,"TCT (Alcatel)",5011A
Android,5012D,"TCT (Alcatel)","alcatel PIXI 4 (5.5)"
Android,5012F,"TCT (Alcatel)","alcatel PIXI 4 (5.5)"
Android,5012G,"TCT (Alcatel)","alcatel PIXI 4 (5.5)"
Android,5014G,Thomson,5014G_EEA
Android,5015A,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5015D,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5015E,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5015X,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5016A,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5016J,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5)"
Android,5017A,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (4.5)"
Android,5017B,"TCT (Alcatel)",5017B
Android,5017D,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (4.5)"
Android,5017E,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (4.5)"
Android,5017O,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI™ 3 (4.5)"
Android,5017X,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (4.5)"
Android,5019D,"TCT (Alcatel)","ALCATEL ONETOUCH PIXI 3 (4.5)"
Android,501LV,Lenovo,"Softbank 501LV"
Android,501SO,Sony,"Xperia Z5"
Android,5023E,"TCT (Alcatel)",5023E
Android,5023F,"TCT (Alcatel)",5023F
Android,5024A,"TCT (Alcatel)","Alcatel 1S"
Android,5024D,"TCT (Alcatel)","Alcatel 1S"
Android,5024D_EEA,"TCT (Alcatel)","Alcatel 1S"
Android,5024D_RU,"TCT (Alcatel)","Alcatel 1S"
Android,5024F,"TCT (Alcatel)","Alcatel 1S"
Android,5024F_EEA,"TCT (Alcatel)","Alcatel 1S"
Android,5024I,"TCT (Alcatel)","Alcatel 1S"
Android,5024J,"TCT (Alcatel)","Alcatel 1S"
Android,5025D,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5.5)"
Android,5025E,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5.5)"
Android,5025G,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5.5)"
Android,5025X,"TCT (Alcatel)","ALCATEL ONETOUCH POP 3 (5.5)"
Android,5026A,"TCT (Alcatel)","ALCATEL 3C"
Android,5026D,"TCT (Alcatel)","ALCATEL 3C"
Android,5026J,"TCT (Alcatel)","ALCATEL 3C"
Android,5027B,"TCT (Alcatel)",5027B
Android,5028A,"TCT (Alcatel)","Alcatel 1S"
Android,5028D,"TCT (Alcatel)","Alcatel 1S"
Android,5028D_EEA,"TCT (Alcatel)","Alcatel 1S"
Android,5028D_RU,"TCT (Alcatel)","Alcatel 1S"
Android,5028D_TR,"TCT (Alcatel)","Alcatel 1S"
Android,5028Y,"TCT (Alcatel)","Alcatel 1S"
Android,5028Y_EEA,"TCT (Alcatel)","Alcatel 1S"
Android,5028Y_RU,"TCT (Alcatel)","Alcatel 1S"
Android,5029A,"TCT (Alcatel)","Alcatel 3X Plus"
Android,5029D,"TCT (Alcatel)","Alcatel 3L"
Android,5029D_EEA,"TCT (Alcatel)","Alcatel 3L"
Android,5029D_RU,"TCT (Alcatel)","Alcatel 3L"
Android,5029D_TR,"TCT (Alcatel)","Alcatel 3L"
Android,5029E,"TCT (Alcatel)","Alcatel 3"
Android,5029F,"TCT (Alcatel)","Alcatel 3L"
Android,5029Y,"TCT (Alcatel)","Alcatel 3L"
Android,5029Y_EEA,"TCT (Alcatel)","Alcatel 3L"
Android,5029Y_RU,"TCT (Alcatel)","Alcatel 3L"
Android,502SH,Sharp,"AQUOS Xx2"
Android,502SO,Sony,"Xperia X Performance"
Android,502ZT,ZTE,"Spro 2"
Android,5030A,"TCT (Alcatel)","Alcatel 1SE"
Android,5030D,"TCT (Alcatel)","Alcatel 1SE"
Android,5030D_EEA,"TCT (Alcatel)","Alcatel 1SE"
Android,5030D_RU,"TCT (Alcatel)","Alcatel 1SE"
Android,5030E,"TCT (Alcatel)","Alcatel 1SE"
Android,5030E_RU,"TCT (Alcatel)","Alcatel 1SP"
Android,5030E_TCL,TCL,L10+
Android,5030F,"TCT (Alcatel)","Alcatel 1SE"
Android,5030F_EEA,"TCT (Alcatel)","Alcatel 1SE"
Android,5030F_TR,"TCT (Alcatel)","Alcatel 1SE"
Android,5030G,"TCT (Alcatel)","Alcatel 1SE"
Android,5030I,"TCT (Alcatel)","Alcatel 1SE"
Android,5030J,"TCT (Alcatel)","Alcatel 1SE"
Android,5030M,"TCT (Alcatel)","Alcatel 1SE"
Android,5030U,"TCT (Alcatel)","Alcatel 1SE"
Android,5032W,"TCT (Alcatel)","Alcatel 3V"
Android,5033A,"TCT (Alcatel)","Alcatel 1"
Android,5033D,"TCT (Alcatel)","Alcatel 1"
Android,5033D_EEA,"TCT (Alcatel)","Alcatel 1"
Android,5033D_RU,"TCT (Alcatel)","Alcatel 1"
Android,5033E,TCL,GO5c
Android,5033F,"TCT (Alcatel)","Alcatel 1"
Android,5033F_EEA,"TCT (Alcatel)","Alcatel 1"
Android,5033G,"TCT (Alcatel)","Alcatel 1"
Android,5033G_EEA,"TCT (Alcatel)","Alcatel 1"
Android,5033J,"TCT (Alcatel)","Alcatel 1"
Android,5033M,"TCT (Alcatel)","Alcatel 1"
Android,5033O,"TCT (Alcatel)","Alcatel 1"
Android,5033S,"TCT (Alcatel)","Alcatel 1"
Android,5033T,"TCT (Alcatel)","Alcatel 1"
Android,5033X,"TCT (Alcatel)","Alcatel 1"
Android,5033X_EEA,"TCT (Alcatel)","Alcatel 1"
Android,5033Y,"TCT (Alcatel)","Alcatel 1"
Android,5033Y_EEA,"TCT (Alcatel)","Alcatel 1"
Android,5034D,"TCT (Alcatel)","Alcatel 3L"
Android,5034D_EEA,"TCT (Alcatel)","Alcatel 3L"
Android,5034D_RU,"TCT (Alcatel)","Alcatel 3L"
Android,5038A,"TCT (Alcatel)","Soul 4.5"
Android,5038D,"TCT (Alcatel)",5038D
Android,5038E,"TCT (Alcatel)","Soul 4.5"
Android,5038X,"TCT (Alcatel)","SOUL 4.5"
Android,5039D,"TCT (Alcatel)","Alcatel 3L"
Android,5039D_EEA,"TCT (Alcatel)","Alcatel 3L"
Android,5039D_RU,"TCT (Alcatel)","Alcatel 3L"
Android,5039U,"TCT (Alcatel)","Alcatel 3L"
Android,5039Y_RU,"TCT (Alcatel)","Alcatel 3L"
Android,503HW,Huawei,"P8 Lite"
Android,503KC,Kyocera,503KC
Android,503SH,Sharp,"AQUOS Xx2 mini"
Android,5041,"Advan digital",5041
Android,5041C,"TCT (Alcatel)",TETRA
Android,5041D,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5042A,"TCT (Alcatel)","POP 2"
Android,5042D,"TCT (Alcatel)","POP 2"
Android,5042G,"TCT (Alcatel)","POP2 (4.5)"
Android,5042T,"TCT (Alcatel)",5042T
Android,5042W,"TCT (Alcatel)","POP2 (4.5)"
Android,5042X,"TCT (Alcatel)","POP 2"
Android,5044A,"TCT (Alcatel)",U5
Android,5044D,"TCT (Alcatel)","alcatel U5"
Android,5044G,"TCT (Alcatel)",U50™
Android,5044I,"TCT (Alcatel)","alcatel U5"
Android,5044K,"TCT (Alcatel)","alcatel U5"
Android,5044O,"TCT (Alcatel)","alcatel U5"
Android,5044P,"TCT (Alcatel)",U5
Android,5044S,"TCT (Alcatel)",U50™
Android,5044T,"TCT (Alcatel)","alcatel U5"
Android,5044Y,"TCT (Alcatel)",U5
Android,5045A,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045D,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045F,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045G,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045I,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045J,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045T,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045X,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5045Y,"TCT (Alcatel)","ALCATEL PIXI 4 (5)"
Android,5046A,"TCT (Alcatel)",A3
Android,5046D,"TCT (Alcatel)",A3
Android,5046G,"TCT (Alcatel)",A30
Android,5046I,"TCT (Alcatel)",A3
Android,5046J,"TCT (Alcatel)",A3
Android,5046S,"TCT (Alcatel)",5046S
Android,5046T,"TCT (Alcatel)",A3
Android,5046U,"TCT (Alcatel)",A3
Android,5046Y,"TCT (Alcatel)",A3
Android,5047D,"TCT (Alcatel)","U5 HD"
Android,5047I,"TCT (Alcatel)","U5 HD"
